game_id,condition,round,method,hexagram_number,card_1,card_2,card_3,posture_1,posture_2,posture_3
random_oracle_opus_20260404_101008_ea16,yarrow,9,yarrow_stalk,48,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,10,yarrow_stalk,2,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,11,yarrow_stalk,2,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,12,yarrow_stalk,4,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,13,yarrow_stalk,63,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,14,yarrow_stalk,43,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,15,yarrow_stalk,23,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,16,yarrow_stalk,28,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,17,yarrow_stalk,18,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,18,yarrow_stalk,10,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,19,yarrow_stalk,48,,,,,,
random_oracle_opus_20260404_101008_ea16,yarrow,20,yarrow_stalk,17,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,1,yarrow_stalk,50,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,2,yarrow_stalk,12,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,3,yarrow_stalk,26,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,4,yarrow_stalk,25,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,5,yarrow_stalk,13,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,6,yarrow_stalk,33,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,7,yarrow_stalk,26,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,8,yarrow_stalk,47,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,9,yarrow_stalk,41,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,10,yarrow_stalk,61,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,11,yarrow_stalk,10,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,12,yarrow_stalk,14,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,13,yarrow_stalk,46,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,14,yarrow_stalk,64,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,15,yarrow_stalk,32,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,16,yarrow_stalk,51,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,17,yarrow_stalk,15,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,18,yarrow_stalk,53,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,19,yarrow_stalk,52,,,,,,
random_oracle_opus_20260427_182540_65a1,yarrow,20,yarrow_stalk,42,,,,,,
random_oracle_opus_20260503_174137_3c96,yarrow,1,yarrow_stalk,6,,,,,,
random_oracle_opus_20260503_174137_3c96,yarrow,2,yarrow_stalk,29,,,,,,
random_oracle_opus_20260503_174137_3c96,yarrow,3,yarrow_stalk,28,,,,,,
random_oracle_opus_20260503_174137_3c96,yarrow,4,yarrow_stalk,19,,,,,,
random_oracle_opus_20260503_174137_3c96,yarrow,5,yarrow_stalk,42,,,,,,
random_oracle_opus_20260503_174137_3c96,yarrow,6,yarrow_stalk,1,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,1,yarrow_stalk,54,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,2,yarrow_stalk,35,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,3,yarrow_stalk,3,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,4,yarrow_stalk,29,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,5,yarrow_stalk,34,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,6,yarrow_stalk,1,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,7,yarrow_stalk,45,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,8,yarrow_stalk,54,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,9,yarrow_stalk,13,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,10,yarrow_stalk,39,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,11,yarrow_stalk,53,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,12,yarrow_stalk,51,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,13,yarrow_stalk,3,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,14,yarrow_stalk,4,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,15,yarrow_stalk,33,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,16,yarrow_stalk,34,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,17,yarrow_stalk,19,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,18,yarrow_stalk,33,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,19,yarrow_stalk,64,,,,,,
random_oracle_opus_20260504_113552_3506,yarrow,20,yarrow_stalk,16,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,1,yarrow_stalk,59,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,2,yarrow_stalk,31,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,3,yarrow_stalk,13,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,4,yarrow_stalk,57,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,5,yarrow_stalk,40,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,6,yarrow_stalk,16,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,7,yarrow_stalk,29,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,8,yarrow_stalk,1,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,9,yarrow_stalk,58,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,10,yarrow_stalk,14,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,11,yarrow_stalk,46,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,12,yarrow_stalk,52,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,13,yarrow_stalk,34,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,14,yarrow_stalk,7,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,15,yarrow_stalk,13,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,16,yarrow_stalk,3,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,17,yarrow_stalk,54,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,18,yarrow_stalk,38,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,19,yarrow_stalk,28,,,,,,
random_oracle_opus_20260504_202055_1bd9,yarrow,20,yarrow_stalk,1,,,,,,
tarot_opus_20260410_143545_2eba,tarot,1,tarot_spread,,Justice,Eight of Swords,Two of Swords,observe,observe,observe
tarot_opus_20260410_143545_2eba,tarot,2,tarot_spread,,Queen of Pentacles,Temperance,Two of Cups,hold,ally,ally
tarot_opus_20260410_143545_2eba,tarot,3,tarot_spread,,Knight of Pentacles,Ten of Pentacles,Nine of Swords,hold,hold,retreat
tarot_opus_20260410_143545_2eba,tarot,4,tarot_spread,,Six of Pentacles,Nine of Pentacles,Knight of Wands,ally,hold,advance
tarot_opus_20260410_143545_2eba,tarot,5,tarot_spread,,Queen of Cups,The Chariot,Ten of Wands,observe,advance,retreat
tarot_opus_20260410_143545_2eba,tarot,6,tarot_spread,,Judgement,Justice,Four of Cups,transform,observe,observe
tarot_opus_20260410_143545_2eba,tarot,7,tarot_spread,,Knight of Wands,The Hermit,Queen of Cups,advance,retreat,observe
tarot_opus_20260410_143545_2eba,tarot,8,tarot_spread,,Eight of Swords,The Hanged Man,Page of Cups,observe,retreat,observe
tarot_opus_20260410_143545_2eba,tarot,9,tarot_spread,,Four of Pentacles,Ten of Wands,Eight of Wands,hold,retreat,advance
tarot_opus_20260410_143545_2eba,tarot,10,tarot_spread,,Two of Cups,King of Cups,Ace of Wands,ally,ally,advance
tarot_opus_20260410_143545_2eba,tarot,11,tarot_spread,,Three of Pentacles,The Fool,Page of Wands,ally,advance,observe
tarot_opus_20260410_143545_2eba,tarot,12,tarot_spread,,Justice,Three of Wands,Six of Pentacles,observe,advance,ally
tarot_opus_20260410_143545_2eba,tarot,13,tarot_spread,,Five of Swords,Page of Cups,Page of Pentacles,advance,observe,observe
tarot_opus_20260410_195001_0fa6,tarot,1,tarot_spread,,Three of Swords,Ace of Pentacles,Four of Cups,retreat,hold,observe
tarot_opus_20260410_195001_0fa6,tarot,2,tarot_spread,,Ten of Cups,Four of Swords,Eight of Pentacles,ally,retreat,hold
tarot_opus_20260410_195001_0fa6,tarot,3,tarot_spread,,Three of Cups,Ace of Wands,Knight of Wands,ally,advance,advance
tarot_opus_20260410_195001_0fa6,tarot,4,tarot_spread,,The Lovers,The Emperor,Nine of Swords,ally,hold,retreat
tarot_opus_20260410_195001_0fa6,tarot,5,tarot_spread,,Four of Pentacles,The Lovers,Nine of Cups,hold,ally,hold
tarot_opus_20260410_195001_0fa6,tarot,6,tarot_spread,,The Lovers,Ten of Pentacles,Two of Cups,ally,hold,ally
tarot_opus_20260410_195001_0fa6,tarot,7,tarot_spread,,Ace of Pentacles,Death,Five of Pentacles,hold,transform,retreat
tarot_opus_20260410_195001_0fa6,tarot,8,tarot_spread,,The Moon,Ace of Pentacles,Temperance,observe,hold,ally
tarot_opus_20260410_195001_0fa6,tarot,9,tarot_spread,,Justice,King of Cups,Ace of Wands,observe,ally,advance
tarot_opus_20260410_195001_0fa6,tarot,10,tarot_spread,,Three of Wands,Ace of Cups,The Hanged Man,advance,ally,retreat
tarot_opus_20260410_195001_0fa6,tarot,11,tarot_spread,,Seven of Wands,The Magician,Page of Pentacles,hold,advance,observe
tarot_opus_20260410_195001_0fa6,tarot,12,tarot_spread,,Page of Wands,The Devil,Six of Swords,observe,observe,retreat
tarot_opus_20260410_195001_0fa6,tarot,13,tarot_spread,,Seven of Pentacles,Temperance,Three of Pentacles,observe,ally,ally
tarot_opus_20260410_195001_0fa6,tarot,14,tarot_spread,,King of Pentacles,Seven of Wands,Five of Pentacles,hold,hold,retreat
tarot_opus_20260410_195001_0fa6,tarot,15,tarot_spread,,Four of Swords,Knight of Swords,King of Wands,retreat,advance,advance
tarot_opus_20260410_195001_0fa6,tarot,16,tarot_spread,,The High Priestess,Strength,Knight of Wands,observe,hold,advance
tarot_opus_20260410_195001_0fa6,tarot,17,tarot_spread,,The Hermit,Seven of Cups,Knight of Pentacles,retreat,observe,hold
tarot_opus_20260411_113544_eacb,tarot,1,tarot_spread,,Ace of Pentacles,Four of Cups,King of Wands,hold,observe,advance
tarot_opus_20260411_113544_eacb,tarot,2,tarot_spread,,King of Pentacles,Page of Wands,King of Swords,hold,observe,advance
tarot_opus_20260411_113544_eacb,tarot,3,tarot_spread,,Four of Swords,The Star,The Devil,retreat,hold,observe
tarot_opus_20260411_113544_eacb,tarot,4,tarot_spread,,Eight of Swords,Ace of Wands,Seven of Wands,observe,advance,hold
tarot_opus_20260411_113544_eacb,tarot,5,tarot_spread,,Nine of Wands,King of Cups,The Fool,hold,ally,advance
tarot_opus_20260411_113544_eacb,tarot,6,tarot_spread,,Six of Swords,The Moon,Ten of Wands,retreat,observe,retreat
tarot_opus_20260411_113544_eacb,tarot,7,tarot_spread,,Two of Pentacles,Six of Swords,Ten of Wands,hold,retreat,retreat
tarot_opus_20260411_174138_b51a,tarot,1,tarot_spread,,Eight of Pentacles,Nine of Swords,Three of Wands,hold,retreat,advance
tarot_opus_20260411_174138_b51a,tarot,2,tarot_spread,,Queen of Cups,King of Swords,Eight of Wands,observe,advance,advance
tarot_opus_20260411_174138_b51a,tarot,3,tarot_spread,,Death,Two of Wands,Seven of Swords,transform,observe,observe
tarot_opus_20260411_174138_b51a,tarot,4,tarot_spread,,Four of Cups,Two of Wands,Nine of Pentacles,observe,observe,hold
tarot_opus_20260411_174138_b51a,tarot,5,tarot_spread,,Two of Cups,The Hermit,Ten of Cups,ally,retreat,ally
tarot_opus_20260411_174138_b51a,tarot,6,tarot_spread,,Wheel of Fortune,Five of Pentacles,Death,transform,retreat,transform
tarot_opus_20260411_174138_b51a,tarot,7,tarot_spread,,Three of Pentacles,Five of Cups,Five of Pentacles,ally,retreat,retreat
tarot_opus_20260411_174138_b51a,tarot,8,tarot_spread,,The Hermit,The Hierophant,Wheel of Fortune,retreat,hold,transform
tarot_opus_20260411_174138_b51a,tarot,9,tarot_spread,,The Sun,The World,Six of Wands,advance,advance,advance
tarot_opus_20260411_174138_b51a,tarot,10,tarot_spread,,The Emperor,Queen of Cups,Page of Wands,hold,observe,observe
tarot_opus_20260411_174138_b51a,tarot,11,tarot_spread,,Ten of Cups,Six of Wands,King of Swords,ally,advance,advance
tarot_opus_20260411_174138_b51a,tarot,12,tarot_spread,,Nine of Cups,Ten of Swords,Seven of Cups,hold,transform,observe
tarot_opus_20260411_174138_b51a,tarot,13,tarot_spread,,Six of Pentacles,Four of Wands,Five of Swords,ally,hold,advance
tarot_opus_20260411_174138_b51a,tarot,14,tarot_spread,,Judgement,Five of Wands,Two of Pentacles,transform,advance,hold
tarot_opus_20260411_174138_b51a,tarot,15,tarot_spread,,The Star,The High Priestess,The Tower,hold,observe,transform
tarot_opus_20260411_174138_b51a,tarot,16,tarot_spread,,The Lovers,Seven of Cups,Two of Pentacles,ally,observe,hold
tarot_opus_20260416_070448_ceea,tarot,1,tarot_spread,,Ace of Swords,The Moon,Four of Wands,advance,observe,hold
tarot_opus_20260416_070448_ceea,tarot,2,tarot_spread,,Strength,The Hanged Man,Eight of Wands,hold,retreat,advance
tarot_opus_20260416_070448_ceea,tarot,3,tarot_spread,,Nine of Swords,Four of Pentacles,Seven of Swords,retreat,hold,observe
tarot_opus_20260416_070448_ceea,tarot,4,tarot_spread,,Three of Pentacles,Seven of Pentacles,Six of Wands,ally,observe,advance
tarot_opus_20260416_070448_ceea,tarot,5,tarot_spread,,King of Pentacles,Five of Swords,Two of Swords,hold,advance,observe
tarot_opus_20260416_070448_ceea,tarot,6,tarot_spread,,Eight of Swords,The Star,Five of Swords,observe,hold,advance
tarot_opus_20260416_070448_ceea,tarot,7,tarot_spread,,The Empress,Seven of Cups,The Star,ally,observe,hold
tarot_opus_20260416_070448_ceea,tarot,8,tarot_spread,,Queen of Cups,King of Cups,Queen of Pentacles,observe,ally,hold
tarot_opus_20260416_070448_ceea,tarot,9,tarot_spread,,Three of Wands,The High Priestess,Death,advance,observe,transform
tarot_opus_20260416_070448_ceea,tarot,10,tarot_spread,,Ten of Pentacles,King of Pentacles,Four of Wands,hold,hold,hold
tarot_opus_20260416_070448_ceea,tarot,11,tarot_spread,,Death,Seven of Wands,Four of Cups,transform,hold,observe
tarot_opus_20260416_070448_ceea,tarot,12,tarot_spread,,Six of Wands,Queen of Cups,Three of Swords,advance,observe,retreat
tarot_opus_20260416_070448_ceea,tarot,13,tarot_spread,,Page of Wands,Justice,Ace of Pentacles,observe,observe,hold
tarot_opus_20260416_070448_ceea,tarot,14,tarot_spread,,Seven of Cups,Knight of Cups,The Fool,observe,ally,advance
tarot_opus_20260416_070448_ceea,tarot,15,tarot_spread,,The Hanged Man,The Hermit,The Devil,retreat,retreat,observe
tarot_opus_20260416_070448_ceea,tarot,16,tarot_spread,,Two of Swords,The Sun,Seven of Cups,observe,advance,observe
tarot_opus_20260416_070448_ceea,tarot,17,tarot_spread,,Page of Wands,King of Wands,Three of Cups,observe,advance,ally
tarot_opus_20260416_070448_ceea,tarot,18,tarot_spread,,The Moon,Queen of Pentacles,Three of Cups,observe,hold,ally
tarot_opus_20260416_070448_ceea,tarot,19,tarot_spread,,The Lovers,The Empress,Four of Swords,ally,ally,retreat
tarot_opus_20260416_070448_ceea,tarot,20,tarot_spread,,Ten of Pentacles,The Star,Knight of Pentacles,hold,hold,hold
tarot_opus_20260416_084349_35a7,tarot,1,tarot_spread,,King of Wands,Eight of Swords,The Hierophant,advance,observe,hold
tarot_opus_20260416_084349_35a7,tarot,2,tarot_spread,,Ten of Wands,The Hanged Man,Four of Pentacles,retreat,retreat,hold
tarot_opus_20260416_084349_35a7,tarot,3,tarot_spread,,The High Priestess,Death,Queen of Wands,observe,transform,hold
tarot_opus_20260416_084349_35a7,tarot,4,tarot_spread,,Six of Swords,Temperance,Queen of Cups,retreat,ally,observe
tarot_opus_20260416_084349_35a7,tarot,5,tarot_spread,,Nine of Pentacles,Knight of Pentacles,The Hermit,hold,hold,retreat
tarot_opus_20260416_084349_35a7,tarot,6,tarot_spread,,Four of Cups,The Devil,Nine of Swords,observe,observe,retreat
tarot_opus_20260416_084349_35a7,tarot,7,tarot_spread,,Ten of Cups,The Chariot,The Lovers,ally,advance,ally
tarot_opus_20260416_084349_35a7,tarot,8,tarot_spread,,Two of Wands,Page of Swords,Five of Swords,observe,observe,advance
tarot_opus_20260416_084349_35a7,tarot,9,tarot_spread,,The Magician,Knight of Swords,The Devil,advance,advance,observe
tarot_opus_20260416_084349_35a7,tarot,10,tarot_spread,,The Devil,Two of Swords,Five of Wands,observe,observe,advance
tarot_opus_20260416_084349_35a7,tarot,11,tarot_spread,,Temperance,Seven of Cups,The Devil,ally,observe,observe
tarot_opus_20260416_084349_35a7,tarot,12,tarot_spread,,Eight of Pentacles,Nine of Swords,The World,hold,retreat,advance
tarot_opus_20260416_084349_35a7,tarot,13,tarot_spread,,Wheel of Fortune,The Lovers,King of Pentacles,transform,ally,hold
tarot_opus_20260416_084349_35a7,tarot,14,tarot_spread,,Page of Wands,Seven of Cups,Two of Pentacles,observe,observe,hold
tarot_opus_20260416_084349_35a7,tarot,15,tarot_spread,,Wheel of Fortune,Three of Swords,Page of Pentacles,transform,retreat,observe
tarot_opus_20260417_064826_fbb9,tarot,1,tarot_spread,,Four of Cups,Page of Swords,Three of Pentacles,observe,observe,ally
tarot_opus_20260417_064826_fbb9,tarot,2,tarot_spread,,Ace of Swords,Death,Five of Wands,advance,transform,advance
tarot_opus_20260417_064826_fbb9,tarot,3,tarot_spread,,The High Priestess,Five of Wands,The Empress,observe,advance,ally
tarot_opus_20260417_064826_fbb9,tarot,4,tarot_spread,,The Hanged Man,Page of Wands,King of Wands,retreat,observe,advance
tarot_opus_20260417_064826_fbb9,tarot,5,tarot_spread,,Ace of Wands,Seven of Pentacles,Judgement,advance,observe,transform
tarot_opus_20260417_064826_fbb9,tarot,6,tarot_spread,,Nine of Wands,The High Priestess,Four of Pentacles,hold,observe,hold
tarot_opus_20260417_064826_fbb9,tarot,7,tarot_spread,,The Tower,Eight of Wands,Page of Pentacles,transform,advance,observe
tarot_opus_20260417_064826_fbb9,tarot,8,tarot_spread,,The Empress,Page of Wands,Knight of Swords,ally,observe,advance
tarot_opus_20260417_064826_fbb9,tarot,9,tarot_spread,,Queen of Pentacles,Eight of Pentacles,Justice,hold,hold,observe
tarot_opus_20260417_064827_e0ff,tarot,1,tarot_spread,,Ten of Wands,The Chariot,Two of Swords,retreat,advance,observe
tarot_opus_20260417_064827_e0ff,tarot,2,tarot_spread,,Nine of Cups,Five of Cups,Five of Swords,hold,retreat,advance
tarot_opus_20260417_064827_e0ff,tarot,3,tarot_spread,,Three of Wands,Three of Pentacles,Temperance,advance,ally,ally
tarot_opus_20260417_064827_e0ff,tarot,4,tarot_spread,,Queen of Swords,The Sun,Three of Wands,observe,advance,advance
tarot_opus_20260417_064827_e0ff,tarot,5,tarot_spread,,Nine of Pentacles,Two of Cups,The Hermit,hold,ally,retreat
tarot_opus_20260417_064827_e0ff,tarot,6,tarot_spread,,Eight of Cups,Page of Wands,King of Pentacles,retreat,observe,hold
tarot_opus_20260417_064827_e0ff,tarot,7,tarot_spread,,Nine of Swords,Eight of Swords,Nine of Cups,retreat,observe,hold
tarot_opus_20260417_064827_e0ff,tarot,8,tarot_spread,,Knight of Cups,Two of Swords,Ace of Swords,ally,observe,advance
tarot_opus_20260417_064827_e0ff,tarot,9,tarot_spread,,Ten of Cups,Four of Pentacles,Page of Swords,ally,hold,observe
tarot_opus_20260417_064827_e0ff,tarot,10,tarot_spread,,Nine of Swords,Queen of Cups,Seven of Pentacles,retreat,observe,observe
tarot_opus_20260417_064827_e0ff,tarot,11,tarot_spread,,The Hermit,Four of Cups,King of Swords,retreat,observe,advance
tarot_opus_20260417_064827_e0ff,tarot,12,tarot_spread,,The Magician,The Lovers,Six of Swords,advance,ally,retreat
tarot_opus_20260417_064827_e0ff,tarot,13,tarot_spread,,Strength,Judgement,Queen of Swords,hold,transform,observe
tarot_opus_20260417_064827_e0ff,tarot,14,tarot_spread,,Wheel of Fortune,The Tower,Five of Wands,transform,transform,advance
tarot_opus_20260417_064827_e0ff,tarot,15,tarot_spread,,Wheel of Fortune,King of Cups,Nine of Cups,transform,ally,hold
tarot_opus_20260417_064827_e0ff,tarot,16,tarot_spread,,Ace of Pentacles,Nine of Swords,Nine of Pentacles,hold,retreat,hold
tarot_opus_20260417_064827_e0ff,tarot,17,tarot_spread,,Eight of Pentacles,The Empress,Ten of Cups,hold,ally,ally
tarot_opus_20260417_064827_e0ff,tarot,18,tarot_spread,,King of Pentacles,Three of Cups,King of Wands,hold,ally,advance
tarot_opus_20260417_064827_e0ff,tarot,19,tarot_spread,,Four of Pentacles,Five of Pentacles,Strength,hold,retreat,hold
tarot_opus_20260417_064827_e0ff,tarot,20,tarot_spread,,Five of Pentacles,The Hanged Man,Four of Wands,retreat,retreat,hold
tarot_opus_20260417_064828_54d8,tarot,1,tarot_spread,,Queen of Swords,Seven of Swords,Four of Swords,observe,observe,retreat
tarot_opus_20260417_064828_54d8,tarot,2,tarot_spread,,Nine of Cups,Eight of Pentacles,Temperance,hold,hold,ally
tarot_opus_20260417_064828_54d8,tarot,3,tarot_spread,,Two of Pentacles,The Devil,Two of Wands,hold,observe,observe
tarot_opus_20260417_064828_54d8,tarot,4,tarot_spread,,The Hanged Man,King of Wands,Queen of Cups,retreat,advance,observe
tarot_opus_20260417_064828_54d8,tarot,5,tarot_spread,,King of Cups,Knight of Cups,Justice,ally,ally,observe
tarot_opus_20260417_064828_54d8,tarot,6,tarot_spread,,Judgement,The Devil,Knight of Wands,transform,observe,advance
tarot_opus_20260417_064828_54d8,tarot,7,tarot_spread,,Nine of Cups,Three of Pentacles,Two of Swords,hold,ally,observe
tarot_opus_20260417_064828_54d8,tarot,8,tarot_spread,,Six of Wands,Ten of Pentacles,Ace of Wands,advance,hold,advance
tarot_opus_20260417_064828_54d8,tarot,9,tarot_spread,,Knight of Cups,Ten of Pentacles,Six of Swords,ally,hold,retreat
tarot_opus_20260417_064828_54d8,tarot,10,tarot_spread,,Temperance,Queen of Pentacles,King of Swords,ally,hold,advance
tarot_opus_20260417_064828_54d8,tarot,11,tarot_spread,,Queen of Swords,The Empress,Three of Pentacles,observe,ally,ally
